ts,src_id,dst_id,src_ip,dst_ip,packets,bytes
1532,16,17,10.2.0.13,10.2.0.14,8,6920
1533,31,32,10.3.0.16,10.3.0.17,4,4788
1534,25,35,10.3.0.10,10.3.0.20,14,7658
1535,4,8,10.1.0.13,10.1.0.17,5,6285
1536,24,15,10.2.0.21,10.2.0.12,8,3984
1537,20,19,10.2.0.17,10.2.0.16,11,12650
1538,4,25,10.1.0.13,10.3.0.10,18,3420
1539,25,36,10.3.0.10,10.3.0.21,6,3966
1540,2,9,10.1.0.11,10.1.0.18,4,2712
1541,6,10,10.1.0.15,10.1.0.19,4,3000
1542,1,34,10.1.0.10,10.3.0.19,15,13365
1543,35,30,10.3.0.20,10.3.0.15,9,9441
1544,17,15,10.2.0.14,10.2.0.12,10,12620
1545,21,18,10.2.0.18,10.2.0.15,20,3700
1546,33,31,10.3.0.18,10.3.0.16,8,10544
1547,31,32,10.3.0.16,10.3.0.17,4,3944
1548,19,14,10.2.0.16,10.2.0.11,16,5376
1549,23,17,10.2.0.20,10.2.0.14,7,1638
1550,23,20,10.2.0.20,10.2.0.17,4,4456
1551,12,1,10.1.0.21,10.1.0.10,15,5145
1552,34,30,10.3.0.19,10.3.0.15,5,5085
1553,3,9,10.1.0.12,10.1.0.18,15,17550
1554,29,16,10.3.0.14,10.2.0.13,14,16436
1555,17,23,10.2.0.14,10.2.0.20,4,3604
1556,36,30,10.3.0.21,10.3.0.15,9,10215
1557,25,34,10.3.0.10,10.3.0.19,12,6864
1558,9,36,10.1.0.18,10.3.0.21,2,1934
1559,7,9,10.1.0.16,10.1.0.18,4,936
1560,25,35,10.3.0.10,10.3.0.20,9,4365
1561,6,7,10.1.0.15,10.1.0.16,20,3760
1562,21,24,10.2.0.18,10.2.0.21,17,19108
1563,15,19,10.2.0.12,10.2.0.16,3,1926
1564,29,35,10.3.0.14,10.3.0.20,18,4320
1565,25,34,10.3.0.10,10.3.0.19,4,4764
1566,31,29,10.3.0.16,10.3.0.14,16,10864
1567,32,9,10.3.0.17,10.1.0.18,16,17184
1568,23,25,10.2.0.20,10.3.0.10,6,5958
1569,9,3,10.1.0.18,10.1.0.12,10,4460
1570,33,29,10.3.0.18,10.3.0.14,17,21573
1571,34,19,10.3.0.19,10.2.0.16,13,5603
1572,14,19,10.2.0.11,10.2.0.16,16,21312
1573,2,3,10.1.0.11,10.1.0.12,4,1224
1574,24,20,10.2.0.21,10.2.0.17,18,9558
1575,19,17,10.2.0.16,10.2.0.14,5,4150
1576,19,9,10.2.0.16,10.1.0.18,11,2156
1577,34,30,10.3.0.19,10.3.0.15,16,18016
1578,2,11,10.1.0.11,10.1.0.20,5,2445
1579,24,12,10.2.0.21,10.1.0.21,7,5005
1580,26,6,10.3.0.11,10.1.0.15,7,9597
1581,10,5,10.1.0.19,10.1.0.14,6,5292
1582,12,1,10.1.0.21,10.1.0.10,13,10907
1583,6,3,10.1.0.15,10.1.0.12,9,10242
1584,28,31,10.3.0.13,10.3.0.16,15,5880
1585,14,15,10.2.0.11,10.2.0.12,8,2032
1586,35,33,10.3.0.20,10.3.0.18,19,24263
1587,5,6,10.1.0.14,10.1.0.15,17,20927
1588,31,10,10.3.0.16,10.1.0.19,15,18645
1589,23,3,10.2.0.20,10.1.0.12,4,2904
1590,27,29,10.3.0.12,10.3.0.14,12,15276
1591,19,21,10.2.0.16,10.2.0.18,20,5360
1592,4,10,10.1.0.13,10.1.0.19,19,20330
1593,9,10,10.1.0.18,10.1.0.19,10,11350
1594,32,31,10.3.0.17,10.3.0.16,20,10360
1595,3,16,10.1.0.12,10.2.0.13,12,12408
1596,18,22,10.2.0.15,10.2.0.19,14,8260
1597,13,5,10.2.0.10,10.1.0.14,6,7884
1598,15,13,10.2.0.12,10.2.0.10,9,6489
1599,12,6,10.1.0.21,10.1.0.15,9,11133
1600,33,31,10.3.0.18,10.3.0.16,13,8996
1601,33,36,10.3.0.18,10.3.0.21,15,19770
1602,35,27,10.3.0.20,10.3.0.12,11,14960
1603,21,7,10.2.0.18,10.1.0.16,16,9008
1604,10,21,10.1.0.19,10.2.0.18,12,15576
1605,18,23,10.2.0.15,10.2.0.20,17,8874
1606,7,4,10.1.0.16,10.1.0.13,11,5764
1607,33,31,10.3.0.18,10.3.0.16,5,6905
1608,11,5,10.1.0.20,10.1.0.14,15,6855
1609,4,12,10.1.0.13,10.1.0.21,3,2487
1610,21,12,10.2.0.18,10.1.0.21,9,5922
1611,13,9,10.2.0.10,10.1.0.18,20,6820
1612,28,30,10.3.0.13,10.3.0.15,12,5928
1613,3,9,10.1.0.12,10.1.0.18,18,24804
1614,32,30,10.3.0.17,10.3.0.15,13,7124
1615,4,9,10.1.0.13,10.1.0.18,7,8078
1616,18,15,10.2.0.15,10.2.0.12,16,18400
1617,27,28,10.3.0.12,10.3.0.13,5,5630
1618,7,24,10.1.0.16,10.2.0.21,8,2128
1619,4,2,10.1.0.13,10.1.0.11,9,5895
1620,6,2,10.1.0.15,10.1.0.11,7,4858
1621,31,25,10.3.0.16,10.3.0.10,5,6045
1622,5,9,10.1.0.14,10.1.0.18,17,11628
1623,9,8,10.1.0.18,10.1.0.17,18,11430
1624,9,6,10.1.0.18,10.1.0.15,11,11825
1625,13,18,10.2.0.10,10.2.0.15,18,12078
1626,20,15,10.2.0.17,10.2.0.12,17,11458
1627,3,7,10.1.0.12,10.1.0.16,17,14671
1628,21,24,10.2.0.18,10.2.0.21,16,21440
1629,10,3,10.1.0.19,10.1.0.12,17,7344
1630,2,5,10.1.0.11,10.1.0.14,2,2514
1631,30,26,10.3.0.15,10.3.0.11,6,1626
1632,9,10,10.1.0.18,10.1.0.19,17,6902
1633,19,16,10.2.0.16,10.2.0.13,16,16928
1634,25,30,10.3.0.10,10.3.0.15,3,4023
1635,33,25,10.3.0.18,10.3.0.10,17,16388
1636,27,9,10.3.0.12,10.1.0.18,16,4656
1637,34,33,10.3.0.19,10.3.0.18,20,17780
1638,34,26,10.3.0.19,10.3.0.11,20,10840
1639,14,20,10.2.0.11,10.2.0.17,16,14224
1640,17,23,10.2.0.14,10.2.0.20,14,4340
1641,14,18,10.2.0.11,10.2.0.15,19,9652
1642,28,31,10.3.0.13,10.3.0.16,10,8140
1643,3,1,10.1.0.12,10.1.0.10,12,11256
1644,17,22,10.2.0.14,10.2.0.19,11,7447
1645,7,21,10.1.0.16,10.2.0.18,2,742
1646,20,15,10.2.0.17,10.2.0.12,2,2784
1647,27,28,10.3.0.12,10.3.0.13,7,6244
1648,26,9,10.3.0.11,10.1.0.18,7,7707
1649,25,9,10.3.0.10,10.1.0.18,19,3914
1650,17,19,10.2.0.14,10.2.0.16,5,6655
1651,15,22,10.2.0.12,10.2.0.19,7,6475
1652,17,13,10.2.0.14,10.2.0.10,6,1374
1653,24,23,10.2.0.21,10.2.0.20,6,8028
1654,28,30,10.3.0.13,10.3.0.15,16,15600
1655,15,21,10.2.0.12,10.2.0.18,7,6776
1656,20,13,10.2.0.17,10.2.0.10,16,14496
1657,32,12,10.3.0.17,10.1.0.21,15,4155
1658,17,14,10.2.0.14,10.2.0.11,20,16000
1659,17,20,10.2.0.14,10.2.0.17,8,5448
1660,16,6,10.2.0.13,10.1.0.15,5,1465
1661,21,24,10.2.0.18,10.2.0.21,8,2608
1662,24,20,10.2.0.21,10.2.0.17,11,9372
1663,30,17,10.3.0.15,10.2.0.14,9,12528
1664,10,11,10.1.0.19,10.1.0.20,9,2016
1665,21,19,10.2.0.18,10.2.0.16,10,12660
1666,13,16,10.2.0.10,10.2.0.13,18,10206
1667,32,26,10.3.0.17,10.3.0.11,2,2622
1668,12,11,10.1.0.21,10.1.0.20,16,13152
1669,27,31,10.3.0.12,10.3.0.16,18,23130
1670,29,35,10.3.0.14,10.3.0.20,7,9534
1671,29,30,10.3.0.14,10.3.0.15,15,6540
1672,10,12,10.1.0.19,10.1.0.21,19,17765
1673,31,33,10.3.0.16,10.3.0.18,9,10602
1674,10,6,10.1.0.19,10.1.0.15,10,13740
1675,10,9,10.1.0.19,10.1.0.18,11,14696
1676,18,19,10.2.0.15,10.2.0.16,3,3558
1677,12,10,10.1.0.21,10.1.0.19,9,7092
1678,28,27,10.3.0.13,10.3.0.12,8,7736
1679,15,13,10.2.0.12,10.2.0.10,4,912
1680,15,33,10.2.0.12,10.3.0.18,16,14352
1681,1,19,10.1.0.10,10.2.0.16,12,9084
1682,26,34,10.3.0.11,10.3.0.19,16,11568
1683,14,19,10.2.0.11,10.2.0.16,8,4840
1684,16,17,10.2.0.13,10.2.0.14,9,5544
1685,29,27,10.3.0.14,10.3.0.12,17,17578
1686,8,2,10.1.0.17,10.1.0.11,8,4936
1687,6,1,10.1.0.15,10.1.0.10,8,10040
1688,11,5,10.1.0.20,10.1.0.14,8,10304
1689,17,30,10.2.0.14,10.3.0.15,17,13243
1690,29,26,10.3.0.14,10.3.0.11,9,8820
1691,27,30,10.3.0.12,10.3.0.15,13,13455
1692,15,13,10.2.0.12,10.2.0.10,18,12744
1693,11,35,10.1.0.20,10.3.0.20,3,2037
1694,19,22,10.2.0.16,10.2.0.19,9,7218
1695,3,1,10.1.0.12,10.1.0.10,7,4907
1696,22,20,10.2.0.19,10.2.0.17,17,7293
1697,26,25,10.3.0.11,10.3.0.10,8,2288
1698,35,25,10.3.0.20,10.3.0.10,15,5565
1699,35,14,10.3.0.20,10.2.0.11,20,16480
1700,26,15,10.3.0.11,10.2.0.12,16,20208
1701,17,15,10.2.0.14,10.2.0.12,15,14940
1702,15,24,10.2.0.12,10.2.0.21,12,16560
1703,6,9,10.1.0.15,10.1.0.18,6,6450
1704,17,15,10.2.0.14,10.2.0.12,14,4410
1705,34,36,10.3.0.19,10.3.0.21,12,7836
1706,33,31,10.3.0.18,10.3.0.16,18,21114
1707,8,11,10.1.0.17,10.1.0.20,3,1410
1708,25,31,10.3.0.10,10.3.0.16,5,1190
1709,8,36,10.1.0.17,10.3.0.21,7,4641
1710,11,12,10.1.0.20,10.1.0.21,10,11700
1711,23,21,10.2.0.20,10.2.0.18,6,6528
1712,13,32,10.2.0.10,10.3.0.17,5,5760
1713,22,14,10.2.0.19,10.2.0.11,15,12285
1714,21,18,10.2.0.18,10.2.0.15,15,9600
1715,30,32,10.3.0.15,10.3.0.17,15,10905
1716,16,22,10.2.0.13,10.2.0.19,19,25327
1717,13,20,10.2.0.10,10.2.0.17,11,14729
1718,29,31,10.3.0.14,10.3.0.16,12,8064
1719,2,7,10.1.0.11,10.1.0.16,18,6408
1720,18,22,10.2.0.15,10.2.0.19,5,4555
1721,16,17,10.2.0.13,10.2.0.14,12,4932
1722,26,32,10.3.0.11,10.3.0.17,16,6320
1723,14,18,10.2.0.11,10.2.0.15,5,1745
1724,8,11,10.1.0.17,10.1.0.20,3,2208
1725,7,18,10.1.0.16,10.2.0.15,14,6902
1726,31,30,10.3.0.16,10.3.0.15,16,19040
1727,5,10,10.1.0.14,10.1.0.19,2,1466
1728,12,1,10.1.0.21,10.1.0.10,13,16913
1729,25,28,10.3.0.10,10.3.0.13,8,5680
1730,13,21,10.2.0.10,10.2.0.18,8,7848
1731,17,20,10.2.0.14,10.2.0.17,9,12276
1732,26,28,10.3.0.11,10.3.0.13,7,1302
1733,26,27,10.3.0.11,10.3.0.12,12,2532
1734,14,19,10.2.0.11,10.2.0.16,20,24620
1735,15,17,10.2.0.12,10.2.0.14,13,15301
1736,15,20,10.2.0.12,10.2.0.17,4,2692
1737,17,20,10.2.0.14,10.2.0.17,11,5940
1738,34,36,10.3.0.19,10.3.0.21,16,15520
1739,19,14,10.2.0.16,10.2.0.11,8,5216
1740,2,6,10.1.0.11,10.1.0.15,20,4340
1741,28,34,10.3.0.13,10.3.0.19,10,5540
1742,27,29,10.3.0.12,10.3.0.14,12,9768
1743,21,22,10.2.0.18,10.2.0.19,9,5373
1744,36,25,10.3.0.21,10.3.0.10,3,4023
1745,11,7,10.1.0.20,10.1.0.16,9,5238
1746,8,32,10.1.0.17,10.3.0.17,13,7644
1747,17,11,10.2.0.14,10.1.0.20,15,7440
1748,26,33,10.3.0.11,10.3.0.18,4,2644
1749,23,15,10.2.0.20,10.2.0.12,17,13209
1750,29,24,10.3.0.14,10.2.0.21,3,2052
1751,29,33,10.3.0.14,10.3.0.18,13,11401
1752,30,26,10.3.0.15,10.3.0.11,7,3752
1753,11,7,10.1.0.20,10.1.0.16,13,13442
1754,33,24,10.3.0.18,10.2.0.21,15,6915
1755,12,2,10.1.0.21,10.1.0.11,19,17784
1756,6,7,10.1.0.15,10.1.0.16,17,11118
1757,19,22,10.2.0.16,10.2.0.19,5,1980
1758,31,25,10.3.0.16,10.3.0.10,9,7884
1759,16,18,10.2.0.13,10.2.0.15,9,1836
1760,34,36,10.3.0.19,10.3.0.21,11,11033
1761,28,34,10.3.0.13,10.3.0.19,3,2391
1762,36,26,10.3.0.21,10.3.0.11,10,3540
1763,6,10,10.1.0.15,10.1.0.19,19,20140
1764,36,31,10.3.0.21,10.3.0.16,7,7343
1765,3,8,10.1.0.12,10.1.0.17,17,23001
1766,30,35,10.3.0.15,10.3.0.20,17,16796
1767,8,19,10.1.0.17,10.2.0.16,12,2424
1768,33,1,10.3.0.18,10.1.0.10,6,4860
1769,22,15,10.2.0.19,10.2.0.12,17,13379
1770,10,3,10.1.0.19,10.1.0.12,16,12288
1771,5,8,10.1.0.14,10.1.0.17,10,13030
1772,28,35,10.3.0.13,10.3.0.20,17,14977
1773,18,14,10.2.0.15,10.2.0.11,18,11754
1774,24,15,10.2.0.21,10.2.0.12,15,2895
1775,15,24,10.2.0.12,10.2.0.21,3,816
1776,3,11,10.1.0.12,10.1.0.20,13,3575
1777,1,3,10.1.0.10,10.1.0.12,18,15498
1778,12,2,10.1.0.21,10.1.0.11,4,1996
1779,30,32,10.3.0.15,10.3.0.17,5,1735
1780,33,29,10.3.0.18,10.3.0.14,3,783
1781,7,20,10.1.0.16,10.2.0.17,19,10165
1782,9,2,10.1.0.18,10.1.0.11,3,1353
1783,17,23,10.2.0.14,10.2.0.20,9,2637
1784,20,6,10.2.0.17,10.1.0.15,4,4372
1785,27,28,10.3.0.12,10.3.0.13,20,5820
1786,3,36,10.1.0.12,10.3.0.21,14,17500
1787,24,6,10.2.0.21,10.1.0.15,4,5580
1788,16,24,10.2.0.13,10.2.0.21,18,7776
1789,12,5,10.1.0.21,10.1.0.14,9,1962
1790,2,13,10.1.0.11,10.2.0.10,18,12330
1791,5,9,10.1.0.14,10.1.0.18,10,12240
1792,13,23,10.2.0.10,10.2.0.20,16,13824
1793,12,13,10.1.0.21,10.2.0.10,14,14602
1794,35,36,10.3.0.20,10.3.0.21,17,14501
1795,28,32,10.3.0.13,10.3.0.17,8,5184
1796,35,34,10.3.0.20,10.3.0.19,6,2742
1797,35,25,10.3.0.20,10.3.0.10,10,1840
1798,11,1,10.1.0.20,10.1.0.10,3,546
1799,4,10,10.1.0.13,10.1.0.19,15,12990
1800,27,31,10.3.0.12,10.3.0.16,6,2538
